Time,Price,Signal_Mode,Side,4H_Trend,1H_Stoch,1H_ADX,5m_EMA_Diff,Decision,Reason
2025-10-08 14:52:00,280.49,SNIPER_FVG,LONG,BAJISTA,81.0,44.7,0.22,REJECTED,Contra Tendencia 4H
2025-10-08 14:53:00,280.15,SNIPER_FVG,LONG,BAJISTA,81.0,44.7,0.22,REJECTED,Contra Tendencia 4H
2025-10-08 14:54:00,280.37,SNIPER_FVG,LONG,BAJISTA,81.0,44.7,0.22,REJECTED,Contra Tendencia 4H
2025-10-08 14:55:00,280.14,SNIPER_FVG,LONG,BAJISTA,81.0,44.7,-0.05,REJECTED,Contra Tendencia 4H
2025-10-08 14:56:00,280.14,SNIPER_FVG,LONG,BAJISTA,81.0,44.7,-0.05,REJECTED,Contra Tendencia 4H
2025-10-08 14:57:00,279.75,SNIPER_FVG,LONG,BAJISTA,81.0,44.7,-0.05,REJECTED,Contra Tendencia 4H
2025-10-08 14:58:00,280.09,SNIPER_FVG,LONG,BAJISTA,81.0,44.7,-0.05,REJECTED,Contra Tendencia 4H
2025-10-08 14:59:00,279.95,SNIPER_FVG,LONG,BAJISTA,81.0,44.7,-0.05,REJECTED,Contra Tendencia 4H
2025-10-08 15:00:00,280.06,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,-0.22,REJECTED,Contra Tendencia 4H
2025-10-08 15:01:00,280.42,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,-0.22,REJECTED,Contra Tendencia 4H
2025-10-08 15:02:00,280.25,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,-0.22,REJECTED,Contra Tendencia 4H
2025-10-08 15:03:00,280.37,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,-0.22,REJECTED,Contra Tendencia 4H
2025-10-08 15:04:00,280.06,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,-0.22,REJECTED,Contra Tendencia 4H
2025-10-08 15:05:00,279.95,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:06:00,280.04,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:07:00,279.91,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:08:00,279.98,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:09:00,279.92,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:10:00,280.13,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:11:00,280.5,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:12:00,280.76,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:13:00,280.17,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:14:00,280.27,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:15:00,280.47,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:16:00,280.25,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:17:00,279.67,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:18:00,279.59,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:19:00,279.27,SNIPER_FVG,SHORT,BAJISTA,61.2,38.5,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 15:20:00,279.18,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:21:00,279.19,SNIPER_FVG,SHORT,BAJISTA,61.2,38.5,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 15:22:00,279.12,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:23:00,279.47,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:24:00,280.06,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:25:00,279.95,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:26:00,280.05,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:27:00,280.04,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:28:00,279.91,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:29:00,280.07,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:30:00,279.83,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:31:00,279.58,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:32:00,279.68,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:33:00,280.04,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:34:00,279.68,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:35:00,279.42,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:36:00,279.55,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:37:00,279.42,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:38:00,279.23,SNIPER_FVG,SHORT,BAJISTA,61.2,38.5,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 15:39:00,279.23,SNIPER_FVG,SHORT,BAJISTA,61.2,38.5,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 15:40:00,279.3,SNIPER_FVG,SHORT,BAJISTA,61.2,38.5,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 15:41:00,279.02,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:42:00,278.94,SNIPER_FVG,LONG,BAJISTA,61.2,38.5,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 15:49:00,278.08,SNIPER_FVG,SHORT,BAJISTA,61.2,38.5,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 15:51:00,278.21,SNIPER_FVG,SHORT,BAJISTA,61.2,38.5,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 15:52:00,278.16,SNIPER_FVG,SHORT,BAJISTA,61.2,38.5,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 15:53:00,278.12,SNIPER_FVG,SHORT,BAJISTA,61.2,38.5,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 15:54:00,278.3,SNIPER_FVG,SHORT,BAJISTA,61.2,38.5,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 15:55:00,278.34,SNIPER_FVG,SHORT,BAJISTA,61.2,38.5,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 15:56:00,278.28,SNIPER_FVG,SHORT,BAJISTA,61.2,38.5,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 15:57:00,278.22,SNIPER_FVG,SHORT,BAJISTA,61.2,38.5,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 16:05:00,278.13,SNIPER_FVG,SHORT,BAJISTA,80.3,32.3,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 16:06:00,278.42,SNIPER_FVG,SHORT,BAJISTA,80.3,32.3,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 16:16:00,279.04,SNIPER_FVG,LONG,BAJISTA,80.3,32.3,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 16:21:00,279.06,SNIPER_FVG,LONG,BAJISTA,80.3,32.3,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 16:28:00,278.4,SNIPER_FVG,SHORT,BAJISTA,80.3,32.3,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 16:29:00,278.37,SNIPER_FVG,SHORT,BAJISTA,80.3,32.3,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 16:33:00,278.17,SNIPER_FVG,SHORT,BAJISTA,80.3,32.3,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 16:38:00,278.24,SNIPER_FVG,SHORT,BAJISTA,80.3,32.3,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 16:41:00,278.2,SNIPER_FVG,SHORT,BAJISTA,80.3,32.3,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 16:49:00,278.93,SNIPER_FVG,LONG,BAJISTA,80.3,32.3,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 16:50:00,279.21,SNIPER_FVG,SHORT,BAJISTA,80.3,32.3,-0.25,AUTHORIZED,FVG + Filtros OK + Gatillo OK
2025-10-08 17:12:00,282.1,SNIPER_FVG,SHORT,BAJISTA,100.0,29.4,0.0,AUTHORIZED,FVG + Filtros OK + Gatillo OK
2025-10-08 18:05:00,284.63,SNIPER_FVG,LONG,BAJISTA,75.8,27.1,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 18:15:00,284.77,SNIPER_FVG,LONG,BAJISTA,75.8,27.1,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 18:16:00,284.97,SNIPER_FVG,SHORT,BAJISTA,75.8,27.1,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 18:17:00,284.78,SNIPER_FVG,LONG,BAJISTA,75.8,27.1,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 18:18:00,284.88,SNIPER_FVG,LONG,BAJISTA,75.8,27.1,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 18:19:00,285.12,SNIPER_FVG,SHORT,BAJISTA,75.8,27.1,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 18:20:00,284.82,SNIPER_FVG,LONG,BAJISTA,75.8,27.1,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 18:21:00,284.59,SNIPER_FVG,LONG,BAJISTA,75.8,27.1,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 18:22:00,284.8,SNIPER_FVG,LONG,BAJISTA,75.8,27.1,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 18:23:00,284.86,SNIPER_FVG,LONG,BAJISTA,75.8,27.1,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 18:24:00,284.65,SNIPER_FVG,LONG,BAJISTA,75.8,27.1,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 18:25:00,284.53,SNIPER_FVG,LONG,BAJISTA,75.8,27.1,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 18:26:00,284.46,SNIPER_FVG,LONG,BAJISTA,75.8,27.1,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 18:27:00,284.35,SNIPER_FVG,LONG,BAJISTA,75.8,27.1,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 18:39:00,284.22,SNIPER_FVG,SHORT,BAJISTA,75.8,27.1,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 18:54:00,284.29,SNIPER_FVG,LONG,BAJISTA,75.8,27.1,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 18:55:00,284.37,SNIPER_FVG,LONG,BAJISTA,75.8,27.1,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 18:56:00,284.3,SNIPER_FVG,LONG,BAJISTA,75.8,27.1,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 18:57:00,284.4,SNIPER_FVG,LONG,BAJISTA,75.8,27.1,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 18:58:00,284.1,SNIPER_FVG,SHORT,BAJISTA,75.8,27.1,0.0,AUTHORIZED,FVG + Filtros OK + Gatillo OK
2025-10-08 22:40:00,285.57,SNIPER_FVG,LONG,BAJISTA,75.6,25.2,0.0,REJECTED,Contra Tendencia 4H
2025-10-08 22:41:00,285.78,SNIPER_FVG,SHORT,BAJISTA,75.6,25.2,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 22:42:00,285.93,SNIPER_FVG,SHORT,BAJISTA,75.6,25.2,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 22:43:00,285.95,SNIPER_FVG,SHORT,BAJISTA,75.6,25.2,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 22:44:00,285.94,SNIPER_FVG,SHORT,BAJISTA,75.6,25.2,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 22:45:00,286.12,SNIPER_FVG,SHORT,BAJISTA,75.6,25.2,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 22:46:00,286.09,SNIPER_FVG,SHORT,BAJISTA,75.6,25.2,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 22:47:00,285.79,SNIPER_FVG,SHORT,BAJISTA,75.6,25.2,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 22:48:00,285.86,SNIPER_FVG,SHORT,BAJISTA,75.6,25.2,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 22:49:00,285.85,SNIPER_FVG,SHORT,BAJISTA,75.6,25.2,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 22:50:00,285.97,SNIPER_FVG,SHORT,BAJISTA,75.6,25.2,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 22:51:00,285.87,SNIPER_FVG,SHORT,BAJISTA,75.6,25.2,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 22:52:00,285.91,SNIPER_FVG,SHORT,BAJISTA,75.6,25.2,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 22:53:00,285.96,SNIPER_FVG,SHORT,BAJISTA,75.6,25.2,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-08 22:54:00,285.91,SNIPER_FVG,SHORT,BAJISTA,75.6,25.2,0.0,AUTHORIZED,FVG + Filtros OK + Gatillo OK
2025-10-09 02:45:00,280.06,SNIPER_FVG,SHORT,BAJISTA,0.0,32.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 02:50:00,280.04,SNIPER_FVG,SHORT,BAJISTA,0.0,32.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 02:51:00,280.22,SNIPER_FVG,SHORT,BAJISTA,0.0,32.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 02:55:00,279.66,SNIPER_FVG,SHORT,BAJISTA,0.0,32.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 03:01:00,279.64,SNIPER_FVG,SHORT,BAJISTA,20.5,33.3,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-09 03:02:00,279.8,SNIPER_FVG,SHORT,BAJISTA,20.5,33.3,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-09 03:04:00,280.29,SNIPER_FVG,SHORT,BAJISTA,20.5,33.3,0.0,REJECTED,Falta Gatillo RSI 1m
2025-10-09 03:45:00,281.85,TREND_FOLLOWING,SHORT,BAJISTA,20.5,33.3,-0.18,AUTHORIZED,Tendencia + Fuerza + Filtros OK
2025-10-09 08:31:00,276.19,SNIPER_FVG,SHORT,BAJISTA,0.0,31.1,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 09:01:00,273.97,SNIPER_FVG,SHORT,BAJISTA,11.7,31.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 09:02:00,274.22,SNIPER_FVG,SHORT,BAJISTA,11.7,31.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 09:03:00,274.08,SNIPER_FVG,SHORT,BAJISTA,11.7,31.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 09:04:00,274.28,SNIPER_FVG,SHORT,BAJISTA,11.7,31.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 09:05:00,274.27,SNIPER_FVG,SHORT,BAJISTA,11.7,31.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 09:06:00,274.62,SNIPER_FVG,SHORT,BAJISTA,11.7,31.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 09:07:00,274.16,SNIPER_FVG,SHORT,BAJISTA,11.7,31.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 09:08:00,274.32,SNIPER_FVG,SHORT,BAJISTA,11.7,31.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 09:09:00,274.21,SNIPER_FVG,SHORT,BAJISTA,11.7,31.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 09:10:00,274.11,SNIPER_FVG,SHORT,BAJISTA,11.7,31.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 09:11:00,274.53,SNIPER_FVG,SHORT,BAJISTA,11.7,31.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 09:12:00,274.49,SNIPER_FVG,SHORT,BAJISTA,11.7,31.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 09:13:00,274.73,SNIPER_FVG,SHORT,BAJISTA,11.7,31.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 09:14:00,274.96,SNIPER_FVG,SHORT,BAJISTA,11.7,31.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 09:15:00,275.32,SNIPER_FVG,SHORT,BAJISTA,11.7,31.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 09:16:00,275.37,SNIPER_FVG,SHORT,BAJISTA,11.7,31.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 09:17:00,274.69,SNIPER_FVG,SHORT,BAJISTA,11.7,31.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 09:18:00,274.64,SNIPER_FVG,SHORT,BAJISTA,11.7,31.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 09:19:00,274.56,SNIPER_FVG,SHORT,BAJISTA,11.7,31.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 09:20:00,274.7,SNIPER_FVG,SHORT,BAJISTA,11.7,31.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 09:21:00,274.76,SNIPER_FVG,SHORT,BAJISTA,11.7,31.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 09:22:00,274.99,SNIPER_FVG,SHORT,BAJISTA,11.7,31.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 09:23:00,274.67,SNIPER_FVG,SHORT,BAJISTA,11.7,31.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 09:24:00,274.52,SNIPER_FVG,SHORT,BAJISTA,11.7,31.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 09:25:00,274.37,SNIPER_FVG,SHORT,BAJISTA,11.7,31.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 09:26:00,274.62,SNIPER_FVG,SHORT,BAJISTA,11.7,31.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 09:27:00,275.06,SNIPER_FVG,SHORT,BAJISTA,11.7,31.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 09:28:00,275.05,SNIPER_FVG,SHORT,BAJISTA,11.7,31.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 09:29:00,274.82,SNIPER_FVG,SHORT,BAJISTA,11.7,31.8,0.0,REJECTED,1H Agotado (Stoch)
2025-10-09 09:30:00,274.97,SNIPER_FVG,SHORT,BAJISTA,11.7,31.8,0.0,REJECTED,1H Agotado (Stoch)
